make of transport	2008	2009	2010	2011	2012	2013	2014	2015	2016	
Sidecar	0	0	0	0	0	0	0	0	0
Sigma Dynanometer	0	0	0	0	0	0	0	0	0
Sigma-Trailer	0	0	0	0	0	0	0	0	0
Sima	1	1	1	1	1	1	1	1	1
Simca	25	24	22	22	21	22	23	27	30
Simpa Jdm	0	0	0	0	0	0	0	0	0
Simson	0	0	0	0	0	0	0	0	0
Simulta	0	0	0	0	0	0	0	0	0
Singer	12	13	13	12	12	12	12	12	12
Sirius	0	0	0	0	0	0	0	0	0
Sis	0	0	0	0	0	0	0	0	0
Sisu	0	0	0	0	0	0	0	0	0
Site	0	0	0	0	0	0	0	0	0
Skenninge-Verken	0	0	0	0	0	0	0	0	0
Skibicki	0	0	0	0	0	0	0	0	0
Ski-Doo	0	0	0	0	0	0	0	0	0
Skif	0	0	0	0	0	0	0	0	0
Skiroule	0	0	0	0	0	0	0	0	0
Skoda	39046	42950	49345	56436	62713	69017	75468	81283	87152
Sky Team	0	0	0	0	0	0	0	0	0
Skygo	0	0	0	0	0	0	0	0	0
Skyline	0	0	0	0	0	0	0	0	0
Skyteam	0	0	0	0	0	0	0	0	0
Slettemoen	0	0	0	0	0	0	0	0	0
Slingshot	0	0	0	0	0	0	0	0	0
Smart	1395	1581	1802	1950	2020	2061	2069	2148	2142
Smc	0	0	0	0	0	0	0	0	0
SM-Slepet	0	0	0	0	0	0	0	0	0
Smw	0	0	0	0	0	0	0	0	0
Smyth Trailers	0	0	0	0	0	0	0	0	0
Sno Tric	0	0	0	0	0	0	0	0	0
Snow Trace	0	0	0	0	0	0	0	0	0
Solaris	0	0	0	0	0	0	0	0	0
Solex	0	0	0	0	0	0	0	0	0
Solifer	0	0	0	0	0	0	4	62	150
Solus	0	0	0	0	0	0	0	0	0
Sommer	0	0	0	0	0	0	0	0	0
Somoto	0	0	0	0	0	0	0	0	0
Sonik	0	0	0	0	0	0	0	0	0
Sonnys	0	0	0	0	0	0	0	0	0
Sor Iberica	0	0	0	0	0	0	0	0	0
Sorel	0	0	0	0	0	0	0	0	0
Sorelpol	0	0	0	0	0	0	0	0	0
Specialized	0	0	0	0	0	0	0	0	0
Spier	0	0	0	0	0	0	0	0	0
Spindelberger	0	0	0	0	0	0	0	0	0
Spitzer	0	0	0	0	0	0	0	0	0
Spoca	0	0	0	0	0	0	0	0	0
Sprintcar	0	0	0	0	0	0	0	0	0
Sprite	0	0	0	0	0	0	0	0	0
Spy Racing	0	0	0	0	0	0	0	0	0
Squire	0	0	1	1	1	1	1	1	1
Ssangyong	664	752	829	993	1127	1291	1486	1771	2140
St Båttrailer	0	0	0	0	0	0	0	0	0
Stal-Hengeren	0	0	0	0	0	0	0	0	0
Standar Motor Corporation	0	0	0	0	1	1	0	0	0
Standard	15	15	15	15	15	15	15	15	15
Standard Motor Corporation	0	0	0	0	0	0	1	1	1
Star Trailer	0	0	0	0	0	0	0	0	0
Stedele	0	0	0	0	0	0	0	0	0
Steinsberger	0	0	0	0	0	0	0	0	0
Stella	0	0	1	1	1	1	1	1	1
Stema	0	0	0	0	0	0	0	0	0
Sterckeman	0	0	0	0	0	0	0	0	0
Stewart	0	0	0	0	0	0	0	0	0
Steyr	5	6	5	5	5	5	6	6	5
Stokota	0	0	0	0	0	0	0	0	0
Stopexim	0	0	0	0	0	0	0	0	0
Strick	0	0	0	0	0	0	0	0	0
Stronga	0	0	0	0	0	0	0	0	0
Struver	0	0	0	0	0	0	0	0	0
Studebaker	144	158	157	161	165	171	176	179	184
Stx	0	0	0	0	0	0	0	0	0
Subaru	41458	43047	45002	46148	48294	50185	51127	52711	53357
Sukida	0	0	0	0	0	0	0	0	0
Sun	0	0	0	0	0	0	0	0	0
Sun Living	0	0	1	3	4	4	10	18	29
Sun Way	0	0	0	0	0	0	0	0	0
Sunbeam	62	61	63	63	66	68	69	71	74
Sundiro	0	0	0	0	0	0	0	0	0
Sunseeker Ltd	0	0	0	0	0	0	0	0	0
Superformance	0	0	0	0	0	0	0	0	0
Suzuki	43588	45320	47379	49457	50403	51109	52511	54022	55068
Sv	0	0	0	0	0	0	0	0	0
Svecia	0	0	0	0	0	0	0	0	0
Sveholt	0	0	0	0	0	0	0	0	0
Svela	0	0	0	0	0	0	0	0	0
Svithun	0	0	0	0	0	0	0	0	0
Swap	0	0	0	0	0	0	0	0	0
Swei	0	0	0	0	0	0	0	0	0
Swidnik Trade	0	0	0	0	0	0	0	0	0
Swift	0	0	0	0	0	0	0	0	1
Syland	0	0	0	0	0	0	0	0	0
Sym	0	0	0	0	0	0	0	0	0
Symson	0	0	0	0	0	0	0	0	0
System Trailer	0	0	0	0	0	0	0	0	0
T.M. Trailer	0	0	0	0	0	0	0	0	0
Tabbert	0	0	0	1	1	1	1	1	1
Tadano	0	0	0	0	0	0	0	0	0
Tadano Faun	0	0	0	0	0	0	0	0	0
Taiheng, Relax Ride	0	0	0	0	0	0	0	0	0
Talbot	74	62	63	64	62	63	61	61	65
Tam	0	0	0	0	0	0	0	0	0
Tambar	0	0	0	0	0	0	0	0	0
Tamsalu	0	0	0	0	0	0	0	0	0
Tan Gjunouling	0	0	0	0	0	0	0	0	0
Tankmobil	0	0	0	0	0	0	0	0	0
Tanta Paula	0	0	0	0	0	0	0	0	0
Tante Paula	0	0	0	0	0	0	0	0	0
Taotao	0	0	0	0	0	0	0	0	0
Tasso	0	0	0	0	0	0	0	0	0
Tata	0	0	1	1	1	0	0	0	0
Tatra	3	3	3	3	3	3	3	3	4
Tauriga	0	0	0	0	0	0	0	0	0
Tavex	0	0	0	0	0	0	0	0	0
T-AX-O Trailer	0	0	0	0	0	0	0	0	0
Taylors Trailers	0	0	0	0	0	0	0	0	0
Tazzari	0	0	0	0	0	1	4	4	3
Tec	0	39	66	74	78	90	90	92	92
Techau	0	0	0	0	0	0	0	0	0
Tecnokar Trailers	0	0	0	0	0	0	0	0	0
Te-Ho	0	0	0	0	0	0	0	0	0
Tema	0	0	0	0	0	0	0	0	0
Tempo (bil)	0	0	0	0	0	0	0	0	0
Tempo (moped)	0	0	0	0	0	0	0	0	0
Tempo-Lett	0	0	0	0	0	0	0	0	0
Tempus	0	0	0	0	0	0	0	0	0
Temsa	0	0	0	0	0	0	0	0	0
Terberg	0	0	0	0	0	0	0	0	0
Termoped	0	0	0	0	0	0	0	0	0
Terra	0	0	0	0	0	0	0	0	0
Terrengen	0	0	0	0	0	0	0	0	0
Terrot	0	0	0	0	0	0	0	0	0
Tesla	0	1	15	48	86	87	87	82	83
Tesla Motors	0	0	0	0	0	1988	6012	9916	13277
Texas	0	0	0	0	0	0	0	0	0
Tgb	0	0	0	0	0	0	0	0	0
Thaler	0	0	0	0	0	0	0	0	0
Theault	0	0	0	0	0	0	0	0	0
Thiel	0	0	0	0	0	0	0	0	0
Think	873	902	1158	1218	1156	1109	998	858	706
Third-Element-GMBH	0	0	0	0	0	0	0	0	0
Thomsen	0	0	0	0	0	0	0	0	0
Thomson	0	0	0	0	0	0	0	0	0
Thule	0	0	0	0	0	0	0	0	0
Thule Rental	0	0	0	0	0	0	0	0	0
Tiab	0	0	0	0	0	0	0	0	0
Tianjiu	0	0	0	0	0	0	0	0	0
Tijhof	0	0	0	0	0	0	0	0	0
Tiki Tilhenger	0	0	0	0	0	0	0	0	0
Tiki Treiler	0	0	0	0	0	0	0	0	0
Tilhengernor As	0	0	0	0	0	0	0	0	0
Tim	0	0	0	0	0	0	0	0	0
Tinturi	0	0	0	0	0	0	0	0	0
Titan	0	0	0	0	0	0	0	0	0
Tk Trailern	0	0	0	0	0	0	0	0	0
Tm	0	0	0	0	0	0	0	0	0
Tm3	0	0	0	0	0	0	0	0	0
Tms	0	0	0	0	0	0	0	0	0
Tns	0	0	0	0	0	0	0	0	0
